profile_id,month,income,essentials,discretionary,debt_payment,total_expenses,savings,debt,credit_score,is_stressed
12,6,7218.61,1910.45,897.58,1120.47,3928.5,22409.55,13445.61,695,0
12,7,7284.25,3851.99,1288.84,1120.47,6261.3,23432.5,13445.61,695,0
12,8,7637.53,3142.72,599.94,1120.47,4863.13,26206.89,13445.61,695,0
12,9,8647.78,3696.69,1351.55,1120.47,6168.7,28685.97,13445.61,695,0
12,10,8108.27,4245.33,695.9,1120.47,6061.69,30732.55,13445.61,695,0
12,11,6789.57,3957.77,1588.58,1120.47,6666.81,30855.3,13445.61,695,0
12,12,11084.42,3327.5,505.56,1120.47,4953.53,36986.2,13445.61,695,0
13,1,6338.93,3154.49,1263.39,1022.08,5439.96,30359.07,12264.92,720,0
13,2,6449.75,4007.87,1024.12,1022.08,6054.06,30754.75,12264.92,720,0
13,3,6056.93,3882.09,772.07,1022.08,5676.23,31135.45,12264.92,720,0
13,4,10625.01,3353.89,1119.39,1022.08,5495.35,36265.11,12264.92,720,0
13,5,7055.48,4505.16,1224.58,1022.08,6751.82,36568.77,12264.92,720,0
13,6,3734.17,4142.07,934.97,1022.08,6099.12,34203.82,12264.92,720,0
13,7,6403.83,2085.61,1156.53,1022.08,4264.22,36343.44,12264.92,720,0
13,8,5221.14,3143.02,949.48,1022.08,5114.58,36450.0,12264.92,720,0
13,9,9238.22,4585.75,1033.96,1022.08,6641.79,39046.43,12264.92,720,0
13,10,6336.51,2779.97,1304.68,1022.08,5106.73,40276.21,12264.92,720,0
13,11,5723.91,2743.25,1272.13,1022.08,5037.45,40962.67,12264.92,720,0
13,12,5397.45,3037.29,618.02,1022.08,4677.39,41682.72,12264.92,720,0
14,1,3629.13,2376.27,571.55,747.9,3695.73,7051.73,8974.83,792,0
14,2,4340.64,2676.86,766.94,747.9,4191.7,7200.66,8974.83,792,0
14,3,2977.22,1506.07,489.66,747.9,2743.63,7434.25,8974.83,792,0
14,4,5168.23,3401.4,1002.65,747.9,5151.95,7450.53,8974.83,792,0
14,5,2421.05,3040.83,922.99,747.9,4711.72,5159.86,8974.83,792,0
14,6,2824.58,2073.63,952.74,747.9,3774.27,4210.16,8974.83,792,0
14,7,5236.1,1509.4,862.1,747.9,3119.4,6326.85,8974.83,792,0
14,8,2143.14,2118.72,960.67,747.9,3827.3,4642.7,8974.83,792,0
14,9,4623.89,1963.84,914.19,747.9,3625.93,5640.66,8974.83,792,0
14,10,5724.35,2978.54,911.38,747.9,4637.83,6727.18,8974.83,792,0
14,11,5847.04,2654.82,797.55,747.9,4200.27,8373.95,8974.83,792,0
14,12,4705.72,2110.62,521.22,747.9,3379.74,9699.92,8974.83,792,0
15,1,4246.17,2692.67,911.16,717.55,4321.38,10222.9,8610.56,653,0
15,2,4042.72,2472.68,673.86,717.55,3864.09,10401.54,8610.56,653,0
15,3,5709.33,2494.83,503.99,717.55,3716.36,12394.51,8610.56,653,0
15,4,4464.28,3039.59,685.04,717.55,4442.17,12416.62,8610.56,653,0
15,5,4771.3,2446.41,531.59,717.55,3695.55,13492.37,8610.56,653,0
15,6,4838.87,1402.53,605.32,717.55,2725.4,15605.84,8610.56,653,0
15,7,5444.99,2344.63,662.93,717.55,3725.11,17325.73,8610.56,653,0
15,8,4769.95,2120.3,719.8,717.55,3557.65,18538.03,8610.56,653,0
15,9,4995.61,1761.2,724.78,717.55,3203.53,20330.11,8610.56,653,0
15,10,3956.02,1299.33,552.43,717.55,2569.31,21716.83,8610.56,653,0
15,11,5973.31,2359.68,480.11,717.55,3557.34,24132.79,8610.56,653,0
15,12,2638.59,2092.28,997.6,717.55,3807.43,22963.95,8610.56,653,0
16,1,2710.68,2691.99,666.08,726.95,4085.02,2121.38,8723.37,682,1
16,2,4947.79,1736.95,759.12,726.95,3223.02,3846.15,8723.37,682,1
16,3,4427.8,2096.86,800.47,726.95,3624.28,4649.67,8723.37,682,1
16,4,3798.63,1826.97,1018.72,726.95,3572.64,4875.66,8723.37,682,1
16,5,5136.89,1766.01,830.25,726.95,3323.21,6689.34,8723.37,682,1
16,6,3314.05,1534.94,914.83,726.95,3176.72,6826.67,8723.37,682,1
16,7,2335.89,2686.17,681.02,726.95,4094.14,5068.42,8723.37,682,1
16,8,3854.43,2404.24,832.57,726.95,3963.76,4959.09,8723.37,682,1
16,9,3228.93,2572.15,747.55,726.95,4046.65,4141.37,8723.37,682,1
16,10,2791.73,2088.23,977.98,726.95,3793.15,3139.95,8723.37,682,1
16,11,5775.46,2571.95,510.62,726.95,3809.51,5105.9,8723.37,682,1
16,12,4568.82,2644.74,858.84,726.95,4230.52,5444.19,8723.37,682,1
17,1,3649.48,933.2,642.18,591.92,2167.3,22340.93,7103.08,729,0
17,2,4504.3,2023.3,393.99,591.92,3009.22,23836.01,7103.08,729,0
17,3,4998.15,2687.87,603.53,591.92,3883.33,24950.84,7103.08,729,0
17,4,4237.75,1912.95,892.67,591.92,3397.54,25791.04,7103.08,729,0
17,5,3202.63,1865.98,473.59,591.92,2931.5,26062.17,7103.08,729,0
17,6,3715.51,1753.75,791.3,591.92,3136.98,26640.7,7103.08,729,0
17,7,6242.01,1974.72,536.19,591.92,3102.84,29779.88,7103.08,729,0
17,8,6986.35,1585.96,507.41,591.92,2685.29,34080.93,7103.08,729,0
17,9,2394.22,2395.55,735.21,591.92,3722.68,32752.47,7103.08,729,0
17,10,6905.72,1158.9,807.7,591.92,2558.53,37099.66,7103.08,729,0
17,11,4379.57,2133.63,348.08,591.92,3073.64,38405.58,7103.08,729,0
17,12,5883.79,2124.94,586.17,591.92,3303.03,40986.35,7103.08,729,0
18,1,1821.05,2134.45,759.75,585.37,3479.57,0.0,7024.45,599,0
18,2,2797.5,1908.98,546.51,585.37,3040.86,0.0,7024.45,599,0
18,3,3670.7,1480.59,456.09,585.37,2522.05,1148.65,7024.45,599,0
18,4,4284.53,1728.07,881.29,585.37,3194.73,2238.45,7024.45,599,0
18,5,3431.57,1349.54,764.92,585.37,2699.83,2970.19,7024.45,599,0
18,6,3927.26,2075.23,759.61,585.37,3420.21,3477.25,7024.45,599,0
18,7,2838.68,1700.24,560.28,585.37,2845.89,3470.03,7024.45,599,0
18,8,2297.65,1640.39,780.94,585.37,3006.7,2760.98,7024.45,599,0
18,9,3593.58,1165.15,357.68,585.37,2108.21,4246.35,7024.45,599,0
18,10,4804.15,1716.46,490.63,585.37,2792.46,6258.04,7024.45,599,0
18,11,3159.93,1107.53,793.63,585.37,2486.53,6931.44,7024.45,599,0
18,12,3058.96,2356.44,592.93,585.37,3534.74,6455.66,7024.45,599,0
19,1,7694.74,3020.21,872.26,926.17,4818.64,11065.47,11114.09,725,0
19,2,9845.3,2148.54,927.17,926.17,4001.88,16908.89,11114.09,725,0
19,3,6682.14,3058.07,826.73,926.17,4810.98,18780.05,11114.09,725,0
19,4,7181.21,2661.24,559.88,926.17,4147.3,21813.97,11114.09,725,0
19,5,6673.26,2014.04,524.59,926.17,3464.8,25022.43,11114.09,725,0
19,6,6885.17,3117.42,1048.13,926.17,5091.72,26815.88,11114.09,725,0
19,7,7601.33,1436.09,611.04,926.17,2973.3,31443.91,11114.09,725,0
19,8,9941.98,2051.1,1067.61,926.17,4044.88,37341.0,11114.09,725,0
19,9,5514.07,2833.87,779.55,926.17,4539.59,38315.48,11114.09,725,0
19,10,7591.96,2873.53,822.38,926.17,4622.08,41285.37,11114.09,725,0
19,11,4909.52,2964.53,645.38,926.17,4536.08,41658.81,11114.09,725,0
19,12,7368.84,4602.96,1238.8,926.17,6767.93,42259.72,11114.09,725,0
20,1,5661.77,1790.6,613.7,743.7,3148.0,5381.86,8924.45,711,0
20,2,4109.42,1638.73,515.62,743.7,2898.05,6593.23,8924.45,711,0
20,3,4232.85,1733.84,605.93,743.7,3083.47,7742.61,8924.45,711,0
20,4,3449.72,2522.47,700.55,743.7,3966.72,7225.61,8924.45,711,0
20,5,4095.57,2564.08,717.3,743.7,4025.08,7296.1,8924.45,711,0
20,6,3988.73,2493.52,867.94,743.7,4105.16,7179.67,8924.45,711,0
20,7,4129.33,2276.07,598.35,743.7,3618.13,7690.87,8924.45,711,0
20,8,3364.52,2660.13,826.43,743.7,4230.26,6825.13,8924.45,711,0
20,9,4774.91,2387.77,752.29,743.7,3883.77,7716.28,8924.45,711,0
20,10,5033.32,2752.7,913.13,743.7,4409.53,8340.07,8924.45,711,0
20,11,4178.94,3004.75,786.18,743.7,4534.63,7984.38,8924.45,711,0
20,12,4964.69,2388.46,789.63,743.7,3921.79,9027.28,8924.45,711,0
21,1,5115.23,2217.09,730.33,831.82,3779.24,27002.97,9981.83,743,1
21,2,6966.64,2075.62,733.23,831.82,3640.67,30328.94,9981.83,743,1
21,3,3031.33,2022.81,476.55,831.82,3331.18,30029.09,9981.83,743,1
21,4,5819.9,4242.09,755.57,831.82,5829.48,30019.51,9981.83,743,1
21,5,2931.74,3056.94,680.65,831.82,4569.41,28381.84,9981.83,743,1
21,6,6658.67,2319.51,700.43,831.82,3851.76,31188.74,9981.83,743,1
21,7,4802.42,2968.21,784.53,831.82,4584.55,31406.61,9981.83,743,1
21,8,4401.89,2371.41,567.33,831.82,3770.56,32037.94,9981.83,743,1
21,9,5524.9,1380.78,739.46,831.82,2952.06,34610.78,9981.83,743,1
21,10,5980.2,2684.52,954.58,831.82,4470.92,36120.06,9981.83,743,1
21,11,4944.3,3225.22,1024.12,831.82,5081.16,35983.2,9981.83,743,1
21,12,5586.61,3074.12,987.87,831.82,4893.81,36675.99,9981.83,743,1
22,1,4031.38,1060.47,356.94,461.52,1878.93,7611.54,5538.29,611,0
22,2,3532.0,1359.94,243.94,461.52,2065.41,9078.14,5538.29,611,0
22,3,3464.85,743.37,352.46,461.52,1557.35,10985.63,5538.29,611,0
22,4,4238.24,2016.24,321.26,461.52,2799.03,12424.84,5538.29,611,0
22,5,2906.92,1399.33,667.04,461.52,2527.89,12803.87,5538.29,611,0
22,6,2777.46,1219.5,640.22,461.52,2321.24,13260.08,5538.29,611,0
22,7,2870.97,1634.56,291.09,461.52,2387.17,13743.88,5538.29,611,0
22,8,3032.17,810.11,339.75,461.52,1611.39,15164.67,5538.29,611,0
22,9,3832.38,1367.3,424.71,461.52,2253.53,16743.52,5538.29,611,0
22,10,2574.81,1308.19,496.27,461.52,2265.98,17052.35,5538.29,611,0
22,11,3946.2,475.9,365.55,461.52,1302.97,19695.57,5538.29,611,0
22,12,3293.78,1350.35,508.07,461.52,2319.94,20669.41,5538.29,611,0
23,1,7971.73,1856.32,745.48,757.37,3359.18,29602.01,9088.5,742,0
23,2,6477.01,3158.45,700.51,757.37,4616.34,31462.68,9088.5,742,0
23,3,7677.65,2971.93,745.3,757.37,4474.6,34665.73,9088.5,742,0
23,4,5866.89,2085.21,708.94,757.37,3551.52,36981.1,9088.5,742,0
23,5,7515.75,2403.35,801.93,757.37,3962.65,40534.21,9088.5,742,0
23,6,4450.98,1722.56,1163.22,757.37,3643.16,41342.03,9088.5,742,0
23,7,5917.82,1832.03,1028.34,757.37,3617.75,43642.1,9088.5,742,0
23,8,6629.47,2600.53,731.24,757.37,4089.15,46182.42,9088.5,742,0
23,9,5699.75,2175.79,495.56,757.37,3428.73,48453.44,9088.5,742,0
23,10,6057.01,2440.28,1107.75,757.37,4305.4,50205.05,9088.5,742,0
23,11,6326.3,946.24,739.58,757.37,2443.19,54088.15,9088.5,742,0
23,12,10434.68,2764.25,603.84,757.37,4125.46,60397.37,9088.5,742,0
24,1,6569.27,1194.02,533.24,748.19,2475.45,13614.0,8978.24,725,0
24,2,6438.91,2015.52,822.04,748.19,3585.74,16467.16,8978.24,725,0
24,3,4472.07,2645.28,526.77,748.19,3920.23,17019.0,8978.24,725,0
24,4,9059.85,1281.78,543.83,748.19,2573.79,23505.05,8978.24,725,0
24,5,7092.43,3178.43,807.11,748.19,4733.73,25863.76,8978.24,725,0
24,6,7326.02,2254.4,556.2,748.19,3558.79,29630.99,8978.24,725,0
24,7,5635.36,1564.51,509.01,748.19,2821.7,32444.64,8978.24,725,0
24,8,7067.35,1614.3,807.96,748.19,3170.45,36341.55,8978.24,725,0
24,9,4332.13,2410.87,656.78,748.19,3815.84,36857.84,8978.24,725,0
24,10,8680.74,2426.21,979.34,748.19,4153.74,41384.85,8978.24,725,0
24,11,5209.06,2276.06,564.68,748.19,3588.93,43004.99,8978.24,725,0
24,12,5758.24,2097.48,612.42,748.19,3458.09,45305.14,8978.24,725,0
25,1,7093.07,1485.93,542.83,825.0,2853.76,6992.73,9900.03,658,0
25,2,8876.35,2081.17,891.22,825.0,3797.39,12071.68,9900.03,658,0
25,3,7115.79,2884.95,511.02,825.0,4220.97,14966.5,9900.03,658,0
25,4,5777.07,1473.73,1329.56,825.0,3628.28,17115.29,9900.03,658,0
25,5,3686.6,1826.65,610.38,825.0,3262.03,17539.85,9900.03,658,0
25,6,3837.14,3311.93,1324.63,825.0,5461.56,15915.43,9900.03,658,0
25,7,5402.01,1657.99,363.64,825.0,2846.63,18470.81,9900.03,658,0
25,8,5757.07,2279.26,690.67,825.0,3794.93,20432.95,9900.03,658,0
25,9,6470.57,2719.52,891.64,825.0,4436.16,22467.35,9900.03,658,0
25,10,5646.68,1793.38,962.33,825.0,3580.71,24533.32,9900.03,658,0
25,11,6150.42,3024.68,987.96,825.0,4837.64,25846.1,9900.03,658,0
25,12,3951.95,1587.58,669.17,825.0,3081.75,26716.3,9900.03,658,0
26,1,3429.84,2098.12,864.07,664.7,3626.89,9243.96,7976.42,660,1
26,2,3486.98,2028.05,910.72,664.7,3603.47,9127.47,7976.42,660,1
26,3,3210.39,1842.38,525.48,664.7,3032.56,9305.29,7976.42,660,1
26,4,3668.98,2610.81,656.3,664.7,3931.8,9042.47,7976.42,660,1
26,5,4140.88,1012.0,655.49,664.7,2332.19,10851.16,7976.42,660,1
26,6,3089.25,1631.68,1060.84,664.7,3357.22,10583.19,7976.42,660,1
26,7,3068.89,1790.84,669.02,664.7,3124.56,10527.52,7976.42,660,1
26,8,1558.07,1615.29,828.09,664.7,3108.08,8977.51,7976.42,660,1
26,9,2629.87,1580.89,882.31,664.7,3127.9,8479.48,7976.42,660,1
26,10,4166.11,2251.84,589.07,664.7,3505.61,9139.97,7976.42,660,1
26,11,2933.71,1593.21,499.39,664.7,2757.31,9316.37,7976.42,660,1
26,12,2305.75,1685.99,492.76,664.7,2843.45,8778.67,7976.42,660,1
27,1,2734.37,1701.74,569.44,528.15,2799.32,6360.65,6337.79,673,1
27,2,3074.57,1879.29,630.51,528.15,3037.94,6397.27,6337.79,673,1
27,3,3551.61,1483.18,480.94,528.15,2492.27,7456.61,6337.79,673,1
27,4,2160.35,1265.21,446.02,528.15,2239.38,7377.57,6337.79,673,1
27,5,2360.43,1758.71,686.15,528.15,2973.0,6765.0,6337.79,673,1
27,6,2537.63,1696.72,391.61,528.15,2616.48,6686.15,6337.79,673,1
27,7,3032.64,1311.0,607.62,528.15,2446.77,7272.02,6337.79,673,1
27,8,2725.8,1985.18,495.7,528.15,3009.03,6988.78,6337.79,673,1
27,9,2749.75,1088.0,561.58,528.15,2177.73,7560.81,6337.79,673,1
27,10,4017.62,1692.71,823.76,528.15,3044.62,8533.81,6337.79,673,1
27,11,4456.36,1462.63,486.16,528.15,2476.94,10513.23,6337.79,673,1
27,12,3668.39,1252.5,682.14,528.15,2462.79,11718.83,6337.79,673,1
28,1,4798.55,2796.43,1321.06,959.25,5076.74,10195.01,11511.01,640,0
28,2,5715.01,2646.83,960.49,959.25,4566.57,11343.45,11511.01,640,0
28,3,4826.65,3138.06,633.92,959.25,4731.23,11438.87,11511.01,640,0
28,4,2827.29,2239.33,727.89,959.25,3926.48,10339.69,11511.01,640,0
28,5,3861.17,3334.39,918.74,959.25,5212.38,8988.48,11511.01,640,0
28,6,4827.82,1996.94,848.54,959.25,3804.74,10011.56,11511.01,640,0
28,7,5277.49,3305.78,785.49,959.25,5050.53,10238.53,11511.01,640,0
28,8,4787.86,4459.69,955.03,959.25,6373.97,8652.41,11511.01,640,0
28,9,3804.38,2752.74,981.36,959.25,4693.35,7763.45,11511.01,640,0
28,10,4427.96,2855.2,613.09,959.25,4427.54,7763.86,11511.01,640,0
28,11,3494.4,2770.32,919.62,959.25,4649.18,6609.07,11511.01,640,0
28,12,3950.49,2750.4,973.88,959.25,4683.54,5876.03,11511.01,640,0
29,1,4022.73,1982.96,735.02,604.23,3322.21,6958.0,7250.77,626,1
